"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"Tasnee Attack","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2017-01-01,2018-03-01,2017,424,"After July 2016","Network Infiltration (Viruses)","Private/non-state","Degrade","No","No","No",4,"Direct and immediate","Chemical Sector","Yes","No","https://www.nytimes.com/2018/03/15/technology/saudi-arabia-hacks-cyberattacks.html","https://www.securitymagazine.com/articles/88818-saudi-arabia-investigating-critical-infrastructure-cyberattack",NA,NA,NA,"Iranian hackers took down computers at National Industrialization Company (Tasnee) which is one of the few privately owned Saudi petrochemical companies. the hard drives inside the company’s computers were destroyed and their data wiped clean, replaced with an image of Alan Kurdi, the small Syrian child who drowned off the coast of Turkey during his family’s attempt to flee that country’s civil war. The intent of the January attacks, Tasnee officials and researchers at the security company Symantec believe, was to inflict lasting damage on the petrochemical companies and send a political message. Recovery took months.",NA,NA,NA
"Iran-SA Shipping and Telecom","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2018-01-01,2019-12-31,2018,729,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","No","No","No",3,"Direct and delayed","Communications Sector","Yes","No","https://securityaffairs.co/wordpress/103556/apt/chafer-apt-kuwait-saudi-arabia.html",NA,NA,NA,NA,"This most recent wave of cyberattacks started in 2018 and have lasted until at least the end of 2019, targeting several unnamed organizations based in Kuwait and Saudi Arabia. The campaigns used a bevy of custom-built tools, as well as “living off the land” tactics. Living off the land tools are features already existing in the target environment, which are abused by attackers to help them achieve persistence. The campaign targeted air transportation and government. The attacker's activity occurred on weekends. In the Kuwait attack, threat actors created their own user account; the Saudi Arabia attack relied on social engineering to compromise victims. The end goal of both attacks was likely data exploration and exfiltration",NA,NA,NA
"Shamoon 3.0-Saipem","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2018-11-01,2018-12-13,2018,42,"After July 2016","Network Infiltration (Logic bombs)","Government non-military","Degrade","No","Yes","No",5,"Direct and immediate","Energy Sector","Yes","No","https://www.mcafee.com/blogs/other-blogs/mcafee-labs/shamoon-returns-to-wipe-systems-in-middle-east-europe/","https://securityboulevard.com/2018/12/more-shamoon-3-attacks-detected-in-the-middle-east-and-europe/",NA,NA,NA,"A report Monday by Saudi state-run television included comments suggesting that 15 government agencies and private institutions had been hit by the Shamoon virus, including the Saudi Labor Ministry. Sadara, a joint venture between the Saudi Arabian Oil Co. and Michigan-based Dow Chemical Co., shut down its computer network Monday over a disruption. Company spokesman Sami Amin said its network remained down Tuesday, though it hadn't affected operations at the facility. He declined to comment further. Sadara is based in Jubail Industrial City, which sits about 100 kilometers (60 miles) northwest of the eastern Saudi city of Dammam in the heartland of the kingdom's oil industry. The $20 billion facility, inaugurated by Saudi King Salman in late November, includes 26 manufacturing units that will produce more than 3 million metric tons of plastics and chemical products. Another state-run TV report on Tuesday said the Saudi Technical and Vocational Training Corp. was affected, though a spokesman denied the virUSdid any damage to its network.",NA,NA,NA
"Cybercon Deadwood attack","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2019-06-01,2019-10-31,2019,152,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","No","No",1,"Direct and immediate","Energy Sector","Yes","No","https://www.cyberscoop.com/apt33-microsoft-iran-ics/","https://www.wired.com/story/iran-apt33-industrial-control-systems/?utm_medium=twitter&utm_source=dlvr.it","https://www.recordedfuture.com/iranian-cyber-response/",NA,NA,"APT33 dropped a destructive malware family called DEADWOOD onto a VPN server in Saudi Arabia in June 2019. On June 22, 2019, a file uploaded to VirusTotal was flagged as being a wiper; it was later flagged by the user “THOR scanner” as a wiper used in the Middle East. about half of the top 25 were manufacturers, suppliers, or maintainers of industrial control system equipment. In total, Microsoft says it has seen APT33 target dozens of those industrial equipment and software firms since mid-October. ""[APT33 are] going after... producers and manufacturers of control systems, but these are not likely the end targets,""""They‘re trying to find the downstream customer, to find out how they work and who uses them. They’re looking to inflict some pain on someone’s critical infrastructure that makes use of these control systems.""",NA,NA,NA
"Dustman Wipr Attack","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2019-12-29,2020-01-06,2019,8,"After July 2016","Network Infiltration (Logic bombs)","Government non-military","Degrade","No","Yes","No",5,"Direct and delayed","Energy Sector","Yes","No","https://www.cyberscoop.com/saudi-arabia-iran-cyberattack-soleimani/","https://www.cisa.gov/news/2020/12/13/cisa-issues-emergency-directive-mitigate-compromise-solarwinds-orion-network :https://www.neweurope.eu/article/suspected-russian-hackers-spied-on-us-treasury-emails/","https://www.nytimes.com/2021/01/02/us/politics/russian-hacking-government.html","https://www.npr.org/2020/12/21/948843356/how-a-cybersecurity-firm-uncovered-the-massive-computer-hack?t=1612545956783","https://www.reuters.com/article/us-usa-cyber-treasury-exclusive/suspected-russian-hackers-spied-on-u-s-treasury-emails-sources-idUSKBN28N0PG","Saudi Arabian security officials said on Monday that the country had been targeted as part of a wide-ranging cyber espionage campaign observed since February against five Middle East nations as well as several countries outside the region.",NA,"https://www.cisa.gov/news/2021/01/05/joint-statement-federal-bureau-investigation-fbi-cybersecurity-and-infrastructure","https://www.fbi.gov/news/pressrel/press-releases/joint-statement-by-the-federal-bureau-of-investigation-fbi-the-cybersecurity-and-infrastructure-security-agency-cisa-and-the-office-of-the-director-of-national-intelligence-odni"
"Bahrian Electricity and Water Authority","Bahrain-Iran","Iran","No","Bahrain","No","No",2019-07-25,2019-07-25,2019,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Water and Wastewater Systems Sector","Yes","No","https://www.wsj.com/articles/high-level-cyber-intrusions-hit-bahrain-amid-tensions-with-iran-11565202488#comments_sector",NA,NA,NA,NA,"On July 25, Bahrain authorities identified intrusions into its Electricity and Water Authority. The hackers shut down several systems in what the authorities believed was a test run of Iran’s capability to disrupt the country,",NA,NA,NA
"Bahrian Ministry of Interior/National Security Agency","Bahrain-Iran","Iran","No","Bahrain","No","No",2019-08-05,2019-08-05,2019,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",4,"Direct and immediate","Government Facilities Sector","No","No","https://www.wsj.com/articles/high-level-cyber-intrusions-hit-bahrain-amid-tensions-with-iran-11565202488#comments_sector",NA,NA,NA,NA,"Iranian hackers broke into the systems of Bahrain’s National Security Agency—the country’s main criminal investigative authority—as well as the Ministry of Interior",NA,NA,NA
"Bapco wiper","Bahrain-Iran","Iran","No","Bahrain","No","Yes",2019-12-29,2020-01-06,2019,8,"After July 2016","Network Infiltration (Logic bombs)","Private/non-state","Disruption","No","Yes","No",4,"Direct and delayed","Energy Sector","Yes","No","https://english.alarabiya.net/News/gulf/2020/01/12/Bahrain-s-Bapco-hit-by-Iranian-data-wiper-malware-attack-Report",NA,NA,NA,NA,"Bapco oil co breach",NA,NA,NA
"Operation Orchard 9/6/20079/7/2007","Israel-Syria","Israel","No","Syria","No","No",2007-09-06,2007-09-07,2007,1,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","Yes",4,"Indirect and delayed","Information Technology Sector","No","No","https://www.wired.com/2009/11/mossad-hack/","https://special-ops.org/43155/operation-orchard-bombing-of-the-syrian-nuclear-reactor/",NA,NA,NA,"Theft of Syrian air defense secrets, allowing for Operation Orchard success",NA,NA,NA
"Gauss","Israel-Lebanon","Israel","No","Lebanon","No","Yes",2011-09-01,2012-08-08,2011,342,"Before July 2016","Network Infiltration (Viruses)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","No","No","https://www.computerworld.com/article/2597456/security0/gauss-malware--nation-state-cyber-espionage-banking-trojan-related-to-flame--stuxnet.html",NA,NA,NA,NA,"Data theft against Lebanese critical infrastructure and national security networks",NA,NA,NA
"Stealth Mango","Afghanistan-Pakistan","Pakistan","No","Afghanistan","No","No",2018-04-01,2018-05-15,2018,44,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","No","No","https://www.cyberscoop.com/pakistani-military-spyware-stealth-mango-tangelo-lookout/",NA,NA,NA,NA,"Lookout Security Intelligence has discovered Android and iOS surveillanceware tools targeting government officials, diplomats, military personnel, and activists, specifically in Pakistan, Afghanistan, India, Iraq, and the UAE. The secuirty firm argues the country of origin is Pakistan and individuals that are believed to belong to the Pakistani military. The actor is possibly related to Op C Major and Transparent Tribe.",NA,"https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/",NA
"DPP hack","China-Taiwan","China","No","Taiwan","No","No",2001-03-01,2001-03-03,2001,2,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","https://www.cnn.com/2016/06/01/asia/taiwan-dpp-chinese-hackers/index.html","https://www.taiwannews.com.tw/en/news/3473203",NA,NA,NA,"Retaliation for the announcement of the visit of the Dalai Lama and his meeting with DPP officials",NA,NA,NA
"Prosecutor hack","China-Taiwan","China","No","Taiwan","No","No",2001-11-17,2001-11-18,2001,1,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.foreignaffairs.com/articles/asia/2001-03-01/chinas-cyber-strategy",NA,NA,NA,NA,"Retaliation for WTO ratification of Taiwan as an independent customs territory on the 11th of November.",NA,NA,NA
"GhostNet_B","China-Taiwan","China","No","Taiwan","No","No",2007-05-27,2009-08-01,2007,797,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and immediate","Government Facilities Sector","No","No","https://www.telegraph.co.uk/news/worldnews/asia/china/5071124/Chinas-global-cyber-espionage-network-GhostNet-penetrates-103-countries.html","https://ora.ox.ac.uk/objects/uuid:6d1260fd-b8ee-4a11-8a5f-e7708d543651/download_file?file_format=application/pdf&safe_filename=Gh0stNet.pdf&type_of_work=Report",NA,NA,NA,"Data breach of networks containing state secretive information",NA,NA,NA
"Shady RAT_B","China-Taiwan","China","No","Taiwan","No","No",2007-09-01,2010-01-01,2007,853,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and immediate","Government Facilities Sector","Yes","No","https://www.symantec.com/connect/blogs/truth-behind-shady-rat","https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/",NA,NA,NA,"Targeted data theft campaigns that included the Taiwanese government and several corporations",NA,NA,NA
"Hikit_B","China-Taiwan","China","No","Taiwan","No","No",2008-09-01,2014-10-27,2008,2247,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","Yes","No","https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-1.html","https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-2.html",NA,NA,NA,"Axiom  group launches 6-year data theft campaign against multiple countries including US, Taiwan, and Japan",NA,NA,NA
"TooHash","China-Taiwan","Taiwan","No","China","No","No",2013-09-01,2014-11-03,2013,428,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Communications Sector","Yes","No","https://countuponsecurity.com/2014/11/17/2014-campaigns-of-cyber-espionage/","https://www.globalsecuritymag.com/G-DATA-Operation-TooHash-Asian","20141105","48558.html","https://www.gdatasoftware.com/blog/2014/10/23940-operation-toohash-how-targeted-attacks-work","Taiwanese data theft campaign on the Chinese mainland, targeting telecom and space research organizations",NA,NA,NA
"Election hack","China-Taiwan","China","No","Taiwan","No","No",2015-08-04,2016-02-01,2015,181,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","No","Yes","No",2,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","https://www.businesstimes.com.sg/government-economy/taiwan-opposition-hacked-as-chinas-cyberspies-step-up-attacks","https://www.scmp.com/news/china/diplomacy-defence/article/1893663/chinese-hackers-increase-attacks-taiwan-opposition",NA,NA,NA,"Disrupt election campaign preparations of pro-Taiwanese Independence DPP party",NA,NA,NA
"Lotus Blossom_A","China-Taiwan","China","No","Taiwan","No","No",2015-10-01,2017-07-01,2015,639,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://securityaffairs.co/wordpress/61328/apt/spring-dragon-apt.html,","https://unit42.paloaltonetworks.com/attack-on-french-diplomat-linked-to-operation-lotus-blossom/","https://www.scmagazine.com/home/security-news/cybercrime/600-samples-of-spring-dragon-apt-malware-spotted/",NA,NA,"Spring Dragon SCS IO",NA,NA,NA
